"","Gender","Married","Dependents","Education","Self_Employed","ApplicantIncome","CoapplicantIncome","LoanAmount","Loan_Amount_Term","Property_Area","Loan_Status","Credit_History_f"
"LP001811","Male","Yes","0","Not Graduate","No",0.324941992465258,0.785244444444444,0.468412942989214,0.72972972972973,"Semiurban","Y","1"
"LP001813","Male","No","0","Graduate","Yes",0.588807664479429,0.770311111111111,0.456086286594761,0.324324324324324,"Urban","N","1"
"LP001814","Male","Yes","2","Graduate","No",0.953369426910506,0,0.42321520287622,0.72972972972973,"Urban","Y","1"
"LP001819","Male","Yes","1","Not Graduate","No",0.64449489783189,0,0.525937339496662,0.324324324324324,"Urban","Y","1"
"LP001824","Male","Yes","1","Graduate","No",0.272647888026746,0.327644444444444,0.468412942989214,1,"Semiurban","Y","1"
"LP001825","Male","Yes","0","Graduate","No",0.165564731418877,0.332088888888889,0.332819722650231,0.72972972972973,"Urban","Y","1"
"LP001835","Male","Yes","0","Not Graduate","No",0.151493226216911,0.691555555555556,0.788906009244992,0.72972972972973,"Semiurban","N","0"
"LP001836","Female","No","2","Graduate","No",0.327037748559168,0,0.530046224961479,0.72972972972973,"Urban","N","1"
"LP001841","Male","No","0","Not Graduate","Yes",0.242808313165839,0.385244444444444,0.390344119157678,0.72972972972973,"Rural","Y","1"
"LP001843","Male","Yes","1","Not Graduate","No",0.250592550086076,1,1,0.324324324324324,"Semiurban","Y","1"
"LP001844","Male","No","0","Graduate","Yes",1,0,0.751926040061633,0.72972972972973,"Urban","N","0"
"LP001846","Female","No","3+","Graduate","No",0.29270726778274,0,1,0.72972972972973,"Rural","Y","1"
"LP001849","Male","No","0","Not Graduate","No",0.58830867493326,0,0.435541859270673,0.72972972972973,"Rural","N","0"
"LP001854","Male","Yes","3+","Graduate","No",0.508969337092388,0,0.349255264509502,0.72972972972973,"Urban","N","1"
"LP001859","Male","Yes","0","Graduate","No",1,0.373333333333333,1,0.72972972972973,"Rural","N","1"
"LP001868","Male","No","0","Graduate","No",0.190614006636561,0.392711111111111,0.513610683102208,0.72972972972973,"Semiurban","Y","1"
"LP001870","Female","No","1","Graduate","No",0.332426835657793,0,0.59989727786338,0,"Semiurban","N","1"
"LP001871","Female","No","0","Graduate","No",0.703575260098301,0,0.456086286594761,0.72972972972973,"Rural","Y","1"
"LP001872","Male","No","0","Graduate","Yes",0.500586312716749,0,0.488957370313302,0.72972972972973,"Semiurban","Y","1"
"LP001875","Male","No","0","Graduate","No",0.393702751927347,0.6128,0.583461736004109,0.72972972972973,"Rural","Y","1"
"LP001877","Male","Yes","2","Graduate","No",0.454878870287667,0.246577777777778,0.579352850539291,0.72972972972973,"Semiurban","Y","1"
"LP001882","Male","Yes","3+","Graduate","No",0.417454654324992,0.321955555555556,0.620441705187468,0.72972972972973,"Urban","Y","0"
"LP001883","Female","No","0","Graduate","No",0.326139567376063,0,0.517719568567026,0.72972972972973,"Rural","N","1"
"LP001884","Female","No","1","Graduate","No",0.272049100571343,0.277333333333333,0.332819722650231,0.72972972972973,"Urban","Y","1"
"LP001888","Female","No","0","Graduate","No",0.308076145804745,0,0.086286594761171,0.72972972972973,"Urban","Y","1"
"LP001891","Male","Yes","0","Graduate","No",1,0,0.521828454031844,0.72972972972973,"Urban","Y","1"
"LP001892","Male","No","0","Graduate","No",0.26775779047429,0.330133333333333,0.480739599383667,0.72972972972973,"Rural","Y","1"
"LP001894","Male","Yes","0","Graduate","No",0.24650083580749,0.3952,0.579352850539291,0.72972972972973,"Semiurban","Y","1"
"LP001896","Male","Yes","2","Graduate","No",0.374242159626756,0,0.332819722650231,0.72972972972973,"Semiurban","Y","1"
"LP001900","Male","Yes","1","Graduate","No",0.259474564007884,0.327466666666667,0.435541859270673,0.72972972972973,"Semiurban","Y","1"
"LP001903","Male","Yes","0","Graduate","No",0.383523365185499,0.582044444444444,0.813559322033898,0.72972972972973,"Semiurban","Y","1"
"LP001904","Male","Yes","0","Graduate","No",0.294703225967416,0.231111111111111,0.291730868002054,0.72972972972973,"Urban","Y","1"
"LP001907","Male","Yes","0","Graduate","No",1,0,1,0.72972972972973,"Semiurban","Y","1"
"LP001910","Male","No","1","Not Graduate","Yes",0.389511239739527,0.431288888888889,0.612223934257833,0.72972972972973,"Urban","N","0"
"LP001914","Male","Yes","0","Graduate","No",0.376936703176068,0.142222222222222,0.42321520287622,0.72972972972973,"Semiurban","Y","1"
"LP001915","Male","Yes","2","Graduate","No",0.214665302761907,0.175253331164444,0.283513097072419,0.324324324324324,"Urban","Y","1"
"LP001917","Female","No","0","Graduate","No",0.165764327237344,0.296177777777778,0.184899845916795,0.72972972972973,"Urban","Y","1"
"LP001922","Male","Yes","0","Graduate","No",1,0,0.564610835797276,0.72972972972973,"Rural","N","1"
"LP001924","Male","No","0","Graduate","No",0.300192110975275,0.542755555555556,0.328710837185413,0.72972972972973,"Rural","Y","1"
"LP001925","Female","No","0","Graduate","Yes",0.244504877622814,0.305244444444444,0.36979969183359,0.594594594594595,"Semiurban","N","1"
"LP001926","Male","Yes","0","Graduate","No",0.354681769416931,0.355555555555556,0.456086286594761,0.72972972972973,"Rural","Y","1"
"LP001931","Female","No","0","Graduate","No",0.396596891295127,0,0.435541859270673,0.72972972972973,"Semiurban","Y","1"
"LP001935","Male","No","0","Graduate","No",0.933908834609915,0,0.731381612737545,0.72972972972973,"Rural","Y","1"
"LP001936","Male","Yes","0","Graduate","No",0.29190888450887,0.429511111111111,0.534155110426297,0.72972972972973,"Rural","Y","1"
"LP001938","Male","Yes","2","Graduate","No",0.424141114243657,0,0.484848484848485,0.72972972972973,"Semiurban","N","0"
"LP001940","Male","Yes","2","Graduate","No",0.299693121429106,0.277333333333333,0.513610683102208,0.72972972972973,"Urban","Y","1"
"LP001945","Female","No","0","Graduate","No",0.525635587934433,0,0.550590652285568,1,"Urban","N","0"
"LP001947","Male","Yes","0","Graduate","No",0.222848731319079,0.592711111111111,0.66974833076528,0.72972972972973,"Semiurban","Y","1"
"LP001949","Male","Yes","3+","Graduate","No",0.425737880791397,0.222222222222222,0.414997431946585,0.72972972972973,"Urban","Y","1"
"LP001953","Male","Yes","1","Graduate","No",0.671140939597315,0,0.784797123780175,0.72972972972973,"Semiurban","Y","1"
"LP001954","Female","Yes","1","Graduate","No",0.450687358099848,0,0.517719568567026,0.72972972972973,"Urban","Y","1"
"LP001955","Female","No","0","Graduate","No",0.484019859783938,0.451733333333333,0.583461736004109,1,"Rural","N","1"
"LP001963","Male","Yes","1","Graduate","No",0.186023302811806,0.52,0.427324088341037,0.72972972972973,"Urban","N","1"
"LP001964","Male","Yes","0","Not Graduate","No",0.164666550235773,0.5216,0.345146379044684,0.72972972972973,"Urban","N","0"
"LP001972","Male","Yes","0","Not Graduate","No",0.271949302662109,0.311111111111111,0.394453004622496,0.72972972972973,"Semiurban","Y","1"
"LP001974","Female","No","0","Graduate","No",0.484019859783938,0,0.505392912172573,0.72972972972973,"Rural","Y","1"
"LP001977","Male","Yes","1","Graduate","No",0.147201916119857,0.320533333333333,0.357473035439137,0.72972972972973,"Urban","Y","1"
"LP001978","Male","No","0","Graduate","No",0.384221950550136,0.444444444444444,0.538263995891115,0.72972972972973,"Rural","Y","1"
"LP001990","Male","No","0","Not Graduate","No",0.184626132082533,0,0.564610835797276,0.72972972972973,"Urban","N","1"
"LP001993","Female","No","0","Graduate","No",0.360470048152491,0.296177777777778,0.517719568567026,0.72972972972973,"Rural","Y","1"
"LP001994","Female","No","0","Graduate","No",0.224545295776054,0.3312,0.390344119157678,0.72972972972973,"Urban","N","0"
"LP001996","Male","No","0","Graduate","No",1,0,1,0.72972972972973,"Rural","N","1"
"LP002002","Female","No","0","Graduate","No",0.276140814849929,0,0.308166409861325,0.72972972972973,"Semiurban","Y","1"
"LP002004","Male","No","0","Not Graduate","No",0.277138793942267,0.427555555555556,0.419106317411402,0.72972972972973,"Semiurban","Y","1"
"LP002006","Female","No","0","Graduate","No",0.23522367206407,0,0.19311761684643,0.72972972972973,"Rural","Y","1"
"LP002024","Male","Yes","0","Graduate","No",0.231830543150121,0.327644444444444,0.61633281972265,0.72972972972973,"Rural","N","1"
"LP002031","Male","Yes","1","Not Graduate","No",0.324243407100621,0.291555555555556,0.419106317411402,0.324324324324324,"Urban","Y","1"
"LP002035","Male","Yes","2","Graduate","No",0.35597914223697,0,0.456086286594761,0.72972972972973,"Semiurban","Y","1"
"LP002050","Male","Yes","1","Graduate","Yes",0.983009405952945,0,0.59989727786338,0.72972972972973,"Rural","N","1"
"LP002051","Male","Yes","0","Graduate","No",0.224545295776054,0.385244444444444,0.435541859270673,0.72972972972973,"Semiurban","Y","1"
"LP002053","Male","Yes","3+","Graduate","No",0.418352835508096,0.0336,0.472521828454032,0.72972972972973,"Semiurban","Y","1"
"LP002054","Male","Yes","2","Not Graduate","No",0.344402584765849,0.282666666666667,0.564610835797276,0.72972972972973,"Rural","Y","1"
"LP002065","Male","Yes","3+","Graduate","No",1,0,1,0.72972972972973,"Rural","Y","1"
"LP002067","Male","Yes","1","Graduate","Yes",0.849878995035054,0.885866666666667,1,0.72972972972973,"Rural","N","0"
"LP002068","Male","No","0","Graduate","No",0.475736633317532,0,0.497175141242938,0.72972972972973,"Rural","Y","0"
"LP002082","Male","Yes","0","Graduate","Yes",0.565654549537187,0.384,0.719054956343092,0.72972972972973,"Semiurban","Y","1"
"LP002086","Female","Yes","0","Graduate","No",0.417454654324992,0.435733333333333,0.414997431946585,0.72972972972973,"Urban","N","1"
"LP002087","Female","No","0","Graduate","No",0.234525086699434,0,0.238315356959425,0.72972972972973,"Urban","Y","1"
"LP002097","Male","No","1","Graduate","No",0.422544347695916,0.318755555555556,0.443759630200308,0.72972972972973,"Urban","Y","1"
"LP002098","Male","No","0","Graduate","No",0.277937177216137,0,0.365690806368772,0.72972972972973,"Semiurban","Y","1"
"LP002100","Male","No","0","Graduate","No",0.26775779047429,0,0.254750898818695,0.72972972972973,"Urban","Y","1"
"LP002101","Male","Yes","0","Graduate","No",1,0,1,0.324324324324324,"Urban","Y","1"
"LP002103","Male","Yes","1","Graduate","Yes",0.9663431551109,0.325866666666667,0.710837185413457,0.324324324324324,"Urban","Y","1"
"LP002106","Male","Yes","0","Graduate","Yes",0.53421820812854,0.798222222222222,0.250642013353878,0.689189189189189,"Semiurban","Y","1"
"LP002110","Male","Yes","1","Graduate","No",0.508969337092388,0.122311111111111,0.620441705187468,0.72972972972973,"Rural","Y","1"
"LP002112","Male","Yes","2","Graduate","Yes",0.234525086699434,0.817777777777778,0.686183872624551,0.72972972972973,"Rural","Y","1"
"LP002113","Female","No","3+","Not Graduate","No",0.167660487512787,0,0.564610835797276,0.72972972972973,"Urban","N","0"
"LP002114","Female","No","0","Graduate","No",0.400189616027544,0,0.254750898818695,0.72972972972973,"Semiurban","Y","1"
"LP002115","Male","Yes","3+","Not Graduate","No",0.249195379356802,0.282133333333333,0.673857216230098,0.72972972972973,"Rural","N","1"
"LP002116","Female","No","0","Graduate","No",0.22234974177291,0,0.152028762198254,0.72972972972973,"Rural","N","1"
"LP002119","Male","Yes","1","Not Graduate","No",0.439509992265662,0.218488888888889,0.612223934257833,0.72972972972973,"Urban","Y","1"
"LP002126","Male","Yes","3+","Not Graduate","No",0.301689079613782,0,0.267077555213148,0.72972972972973,"Semiurban","Y","1"
"LP002128","Male","Yes","2","Graduate","No",0.242808313165839,0.414222222222222,0.47663071391885,0.72972972972973,"Rural","Y","1"
"LP002129","Male","Yes","0","Graduate","No",0.2344252887902,0.436977777777778,0.620441705187468,0.72972972972973,"Semiurban","Y","1"
"LP002130","Male","Yes","0","Not Graduate","No",0.336618347845613,0.574222222222222,0.587570621468927,0.72972972972973,"Rural","N","0"
"LP002131","Male","Yes","2","Not Graduate","No",0.29270726778274,0.385422222222222,0.480739599383667,0.72972972972973,"Urban","Y","1"
"LP002138","Male","Yes","0","Graduate","No",0.246999825353659,1,0.731381612737545,0.72972972972973,"Rural","Y","1"
"LP002139","Male","Yes","0","Graduate","No",0.891494723185549,0,0.899845916795069,0.72972972972973,"Semiurban","Y","1"
"LP002140","Male","No","0","Graduate","No",0.858262019410693,0.7408,1,0.72972972972973,"Rural","N","1"
"LP002141","Male","Yes","3+","Graduate","No",0.251091539632245,0.370311111111111,0.353364149974319,0.72972972972973,"Rural","Y","1"
"LP002142","Female","Yes","0","Graduate","Yes",0.533918814400838,0,0.394453004622496,0.72972972972973,"Rural","N","0"
"LP002143","Female","Yes","0","Graduate","No",0.226840647688431,0.0897777777777778,0.497175141242938,0.72972972972973,"Semiurban","Y","1"
"LP002144","Female","No","0","Graduate","No",0.365559741523415,0,0.43965074473549,0.324324324324324,"Urban","Y","1"
"LP002149","Male","Yes","2","Graduate","No",0.816646291260198,0.563022222222222,0.640986132511556,0.72972972972973,"Rural","Y","1"
"LP002151","Male","Yes","1","Graduate","No",0.371747211895911,0,0.238315356959425,0.72972972972973,"Urban","N","1"
"LP002158","Male","Yes","0","Not Graduate","No",0.284424041316334,0.296177777777778,0.373908577298408,1,"Urban","N","0"
"LP002160","Male","Yes","3+","Graduate","No",0.500686110625982,0.563022222222222,0.784797123780175,0.72972972972973,"Semiurban","Y","1"
"LP002161","Female","No","1","Graduate","No",0.456375838926175,0,0.295839753466872,0.72972972972973,"Semiurban","N","1"
"LP002170","Male","Yes","2","Graduate","No",0.484019859783938,0.651911111111111,0.932717000513611,0.72972972972973,"Semiurban","Y","1"
"LP002175","Male","Yes","0","Graduate","No",0.459070382475487,0.414755555555556,0.497175141242938,0.72972972972973,"Urban","Y","1"
"LP002180","Male","No","0","Graduate","Yes",0.665851650407924,0,0.542372881355932,0.72972972972973,"Rural","Y","1"
"LP002181","Male","No","0","Not Graduate","No",0.60537411741224,0,0.509501797637391,0.72972972972973,"Rural","N","1"
"LP002187","Male","No","0","Graduate","No",0.234525086699434,0,0.357473035439137,1,"Semiurban","N","1"
"LP002188","Male","No","0","Graduate","No",0.496394800528929,0,0.472521828454032,0.689189189189189,"Rural","N","0"
"LP002190","Male","Yes","1","Graduate","No",0.616252089518725,0,0.682074987159733,0.72972972972973,"Semiurban","Y","1"
"LP002191","Male","Yes","0","Graduate","No",1,0.936177777777778,1,0.72972972972973,"Rural","N","1"
"LP002194","Female","No","0","Graduate","Yes",1,0,0.189008731381613,0.72972972972973,"Semiurban","Y","1"
"LP002197","Male","Yes","2","Graduate","No",0.502482472992191,0,0.59989727786338,0.72972972972973,"Semiurban","Y","1"
"LP002201","Male","Yes","2","Graduate","Yes",0.915446221401662,1,1,0.594594594594595,"Rural","Y","1"
"LP002205","Male","No","1","Graduate","No",0.29061151168883,0.353244444444444,0.419106317411402,0.324324324324324,"Urban","N","0"
"LP002209","Female","No","0","Graduate","No",0.260871734737157,0.259377777777778,0.414997431946585,0.72972972972973,"Urban","Y","1"
"LP002211","Male","Yes","0","Graduate","No",0.465756842394152,0.164088888888889,0.456086286594761,0.324324324324324,"Urban","Y","1"
"LP002219","Male","Yes","3+","Graduate","No",0.858262019410693,0.888177777777778,0.497175141242938,0.72972972972973,"Rural","Y","1"
"LP002224","Male","No","0","Graduate","No",0.291310097053467,0,0.254750898818695,1,"Urban","N","1"
"LP002225","Male","Yes","2","Graduate","No",0.523040842294354,0,0.497175141242938,0.72972972972973,"Urban","Y","1"
"LP002226","Male","Yes","0","Graduate","No",0.31765674509119,0.444444444444444,0.488957370313302,0.72972972972973,"Semiurban","Y","1"
"LP002229","Male","No","0","Graduate","No",0.577929692372945,0.752355555555556,1,0.72972972972973,"Semiurban","Y","1"
"LP002231","Female","No","0","Graduate","No",0.583817769017739,0,0.604006163328197,0.72972972972973,"Urban","Y","1"
"LP002234","Male","No","0","Graduate","Yes",0.700281929093585,0,0.488957370313302,0.72972972972973,"Urban","Y","1"
"LP002236","Male","Yes","2","Graduate","No",0.440707567176468,0,0.373908577298408,0.72972972972973,"Urban","N","1"
"LP002237","Male","No","1","Graduate","No",0.35098924677528,0,0.427324088341037,0.324324324324324,"Urban","Y","1"
"LP002239","Male","No","0","Not Graduate","No",0.219156208677428,0.284444444444444,0.505392912172573,0.72972972972973,"Semiurban","Y","1"
"LP002243","Male","Yes","0","Not Graduate","No",0.285422020408672,0.557511111111111,0.564610835797276,0.72972972972973,"Urban","N","0"
"LP002244","Male","Yes","0","Graduate","No",0.217858835857389,0.429688888888889,0.521828454031844,0.72972972972973,"Urban","Y","1"
"LP002250","Male","Yes","0","Graduate","No",0.532721239490033,0,0.47663071391885,0.72972972972973,"Rural","Y","1"
"LP002255","Male","No","3+","Graduate","No",0.899877747561189,0,0.72316384180791,0.72972972972973,"Rural","Y","1"
"LP002262","Male","Yes","3+","Graduate","No",0.93350964297298,0,1,0.72972972972973,"Rural","Y","1"
"LP002265","Male","Yes","2","Not Graduate","No",0.183927546717896,0.288888888888889,0.427324088341037,0.324324324324324,"Semiurban","Y","1"
"LP002266","Male","Yes","2","Graduate","No",0.294403832239715,0.248888888888889,0.427324088341037,0.72972972972973,"Urban","Y","1"
"LP002277","Female","No","0","Graduate","No",0.302387664978419,0,0.254750898818695,0.72972972972973,"Urban","N","0"
"LP002281","Male","Yes","0","Graduate","No",0.28771737232105,0.259377777777778,0.353364149974319,0.72972972972973,"Urban","Y","1"
"LP002284","Male","No","0","Not Graduate","No",0.374441755445223,0.296177777777778,0.410888546481767,0.72972972972973,"Rural","Y","1"
"LP002287","Female","No","0","Graduate","No",0.134727177465632,0.32,0.386235233692861,0.72972972972973,"Semiurban","N","0"
"LP002288","Male","Yes","2","Not Graduate","No",0.273346473391382,0,0.147919876733436,0.324324324324324,"Urban","N","0"
"LP002296","Male","No","0","Not Graduate","No",0.259973553554053,0,0.230097586029789,0.594594594594595,"Rural","N","1"
"LP002297","Male","No","0","Graduate","No",0.234525086699434,1,0.386235233692861,0.72972972972973,"Semiurban","Y","1"
"LP002300","Female","No","0","Not Graduate","No",0.180933609440882,0,0.180790960451977,0.72972972972973,"Semiurban","Y","1"
"LP002301","Female","No","0","Graduate","Yes",0.727626556223647,0,0.760143810991269,0.72972972972973,"Rural","N","1"
"LP002305","Female","No","0","Graduate","No",0.438811406901025,0,0.435541859270673,0.72972972972973,"Semiurban","Y","1"
"LP002308","Male","Yes","0","Not Graduate","No",0.201292382924578,0.426666666666667,0.435541859270673,0.72972972972973,"Urban","Y","1"
"LP002314","Female","No","0","Not Graduate","No",0.205883086749333,0,0.234206471494607,0.72972972972973,"Rural","Y","1"
"LP002315","Male","Yes","1","Graduate","No",0.813352960255483,0,0.587570621468927,0.594594594594595,"Semiurban","N","0"
"LP002317","Male","Yes","3+","Graduate","No",1,0,1,0.72972972972973,"Rural","N","0"
"LP002318","Female","No","1","Not Graduate","Yes",0.37094882862204,0,0.217770929635336,0.72972972972973,"Semiurban","N","1"
"LP002328","Male","Yes","0","Not Graduate","No",0.593398368304184,0,0.858757062146893,0.72972972972973,"Rural","N","0"
"LP002332","Male","Yes","0","Not Graduate","No",0.209875003118685,0.361422222222222,0.414997431946585,0.72972972972973,"Rural","Y","1"
"LP002335","Female","Yes","0","Not Graduate","No",0.199496020558369,0.575466666666667,0.694401643554186,0.72972972972973,"Semiurban","N","0"
"LP002337","Female","No","0","Graduate","No",0.283925051770165,0,0.209553158705701,0.72972972972973,"Urban","Y","1"
"LP002341","Female","No","1","Graduate","No",0.244504877622814,0,0.620441705187468,0.72972972972973,"Urban","N","1"
"LP002342","Male","Yes","2","Graduate","Yes",0.144706968389012,1,0.945043656908064,0.72972972972973,"Urban","N","1"
"LP002345","Male","Yes","0","Graduate","No",0.0873231705795764,0.492977777777778,0.42321520287622,0.72972972972973,"Rural","Y","1"
"LP002347","Male","Yes","0","Graduate","No",0.30897432698785,0.251911111111111,0.530046224961479,0.72972972972973,"Semiurban","Y","1"
"LP002348","Male","Yes","0","Graduate","No",0.566752326538759,0,0.530046224961479,0.72972972972973,"Rural","Y","1"
"LP002357","Female","No","0","Not Graduate","No",0.25648062673087,0,0.291730868002054,0.689189189189189,"Urban","N","0"
"LP002361","Male","Yes","0","Graduate","No",0.166662508420449,0.3056,0.373908577298408,0.72972972972973,"Urban","Y","1"
"LP002362","Male","Yes","1","Graduate","No",0.708565155559991,0.296355555555556,0.414997431946585,0.689189189189189,"Urban","N","0"
"LP002364","Male","Yes","0","Graduate","No",1,0,0.357473035439137,0.72972972972973,"Semiurban","Y","1"
"LP002366","Male","Yes","0","Graduate","No",0.251091539632245,0.764444444444444,0.460195172059579,0.72972972972973,"Rural","Y","1"
"LP002367","Female","No","1","Not Graduate","No",0.44469948354582,0,0.295839753466872,0.72972972972973,"Rural","N","1"
"LP002368","Male","Yes","2","Graduate","No",0.577330904917542,0,0.509501797637391,0.72972972972973,"Semiurban","Y","1"
"LP002369","Male","Yes","0","Graduate","No",0.27644020857763,0.00286577792711111,0.320493066255778,0.72972972972973,"Rural","Y","1"
"LP002370","Male","No","0","Not Graduate","No",0.256181233003169,0,0.209553158705701,0.324324324324324,"Urban","Y","1"
"LP002377","Female","No","1","Graduate","Yes",0.845687482847234,0,0.579352850539291,0.72972972972973,"Semiurban","Y","1"
"LP002379","Male","No","0","Graduate","No",0.63371672363464,0,0.394453004622496,0.72972972972973,"Rural","N","0"
"LP002386","Male","No","0","Graduate","No",1,0,1,0.72972972972973,"Semiurban","Y","1"
"LP002387","Male","Yes","0","Graduate","No",0.227040243506899,0.416,0.550590652285568,0.72972972972973,"Semiurban","Y","1"
"LP002390","Male","No","0","Graduate","No",0.359272473241686,0,0.373908577298408,0.72972972972973,"Urban","Y","1"
"LP002393","Female","Yes","0","Graduate","No",0.987699907686934,0,0.564610835797276,0.459459459459459,"Semiurban","Y","1"
"LP002398","Male","No","0","Graduate","No",0.177241086799232,0.329066666666667,0.168464304057524,0.72972972972973,"Semiurban","Y","1"
"LP002401","Male","Yes","0","Graduate","No",0.205883086749333,0.2,0.564610835797276,0.72972972972973,"Urban","Y","1"
"LP002403","Male","No","0","Graduate","Yes",1,0,0.731381612737545,0.72972972972973,"Urban","N","0"
"LP002407","Female","Yes","0","Not Graduate","Yes",0.69778698136274,0,0.530046224961479,0.72972972972973,"Rural","Y","1"
"LP002408","Male","No","0","Graduate","No",0.350290661410643,0.900266666666667,0.731381612737545,0.72972972972973,"Semiurban","Y","1"
"LP002409","Male","Yes","0","Graduate","No",0.773533594471196,0.325866666666667,0.702619414483821,0.72972972972973,"Rural","Y","1"
"LP002418","Male","No","3+","Not Graduate","No",0.454779072378434,0.354311111111111,0.571135079609656,0.72972972972973,"Semiurban","Y","1"
"LP002422","Male","No","1","Graduate","No",1,0,0.587570621468927,0.72972972972973,"Semiurban","Y","1"
"LP002429","Male","Yes","1","Graduate","Yes",0.330929867019286,0.215111111111111,0.497175141242938,0.72972972972973,"Rural","Y","1"
"LP002434","Male","Yes","2","Not Graduate","No",0.449290187370575,0,0.414997431946585,0.72972972972973,"Rural","Y","1"
"LP002435","Male","Yes","0","Graduate","No",0.338215114393353,0.244622222222222,0.189008731381613,0.72972972972973,"Rural","N","1"
"LP002443","Male","Yes","2","Graduate","No",0.318355330455827,0.304,0.579352850539291,0.72972972972973,"Rural","N","0"
"LP002446","Male","Yes","2","Not Graduate","No",0.215463686035778,0.223111111111111,0.47663071391885,0.72972972972973,"Rural","N","0"
"LP002448","Male","Yes","0","Graduate","No",0.379032459269978,0.308088888888889,0.575243965074474,0.72972972972973,"Rural","N","0"
"LP002449","Male","Yes","0","Graduate","No",0.232828522242459,0.4384,0.332819722650231,0.324324324324324,"Rural","Y","0"
"LP002453","Male","No","0","Graduate","Yes",0.692098500536414,0,0.308166409861325,0.72972972972973,"Semiurban","Y","1"
"LP002455","Male","Yes","2","Graduate","No",0.37015044534817,0,0.357473035439137,0.72972972972973,"Semiurban","Y","1"
"LP002459","Male","Yes","0","Graduate","No",0.41426112122951,0,0.447868515665126,0.72972972972973,"Urban","Y","1"
"LP002467","Male","Yes","0","Graduate","No",0.355080961053866,0.456711111111111,0.673857216230098,0.72972972972973,"Urban","N","1"
"LP002472","Male","No","2","Graduate","No",0.419550410418902,0,0.521828454031844,0.72972972972973,"Rural","Y","1"
"LP002473","Male","Yes","0","Graduate","No",0.816746089169432,0,0.620441705187468,0.72972972972973,"Semiurban","N","1"
"LP002484","Male","Yes","3+","Graduate","No",0.757466131084554,0,0.488957370313302,0.324324324324324,"Urban","Y","1"
"LP002487","Male","Yes","0","Graduate","No",0.285921009954841,0.388977777777778,0.591679506933744,0.72972972972973,"Rural","Y","1"
"LP002489","Female","No","1","Not Graduate","No",0.503081260447594,0,0.505392912172573,0.72972972972973,"Semiurban","Y","1"
"LP002493","Male","No","0","Graduate","No",0.400788403482947,0,0.365690806368772,0.72972972972973,"Semiurban","N","0"
"LP002494","Male","No","0","Graduate","No",0.583817769017739,0,0.538263995891115,0.72972972972973,"Rural","Y","1"
"LP002500","Male","Yes","3+","Not Graduate","No",0.279134752126943,0.295822222222222,0.250642013353878,0.324324324324324,"Urban","N","0"
"LP002501","Male","Yes","0","Graduate","No",1,0,0.414997431946585,0.72972972972973,"Semiurban","Y","1"
"LP002502","Female","Yes","2","Not Graduate","No",0.00598787455402809,0.518577777777778,0.365690806368772,0.72972972972973,"Semiurban","Y","1"
"LP002505","Male","Yes","0","Graduate","No",0.417454654324992,0.435733333333333,0.414997431946585,0.72972972972973,"Urban","N","1"
"LP002515","Male","Yes","1","Graduate","Yes",0.329333100471545,0.3696,0.628659476117103,0.72972972972973,"Semiurban","Y","1"
"LP002517","Male","Yes","1","Not Graduate","No",0.249794166812205,0.266666666666667,0.427324088341037,0.324324324324324,"Rural","N","0"
"LP002519","Male","Yes","3+","Graduate","No",0.453182305830693,0,0.373908577298408,0.72972972972973,"Semiurban","Y","1"
"LP002524","Male","No","2","Graduate","No",0.53711234749632,0.826311111111111,0.628659476117103,0.72972972972973,"Rural","Y","1"
"LP002527","Male","Yes","2","Graduate","Yes",1,0.180266666666667,0.579352850539291,0.72972972972973,"Rural","Y","1"
"LP002529","Male","Yes","2","Graduate","No",0.6536763054814,0.311111111111111,0.908063687724705,0.594594594594595,"Semiurban","Y","1"
"LP002530","Male","Yes","2","Graduate","No",0.271749706843642,0.3328,0.505392912172573,0.72972972972973,"Semiurban","N","0"
"LP002531","Male","Yes","1","Graduate","Yes",1,0.4,0.31638418079096,0.72972972972973,"Semiurban","Y","1"
"LP002533","Male","Yes","2","Graduate","No",0.279134752126943,0.284977777777778,0.564610835797276,0.72972972972973,"Urban","N","1"
"LP002534","Female","No","0","Not Graduate","No",0.419151218781967,0,0.595788392398562,0.72972972972973,"Rural","Y","1"
"LP002536","Male","Yes","3+","Not Graduate","No",0.293904842693546,0,0.427324088341037,0.72972972972973,"Rural","Y","1"
"LP002537","Male","Yes","0","Graduate","No",0.192909358548938,0.56,0.488957370313302,0.72972972972973,"Semiurban","Y","1"
"LP002541","Male","Yes","0","Graduate","No",1,0,0.924499229583975,0.72972972972973,"Semiurban","Y","1"
"LP002543","Male","Yes","2","Graduate","No",0.816646291260198,0,0.973805855161787,0.72972972972973,"Semiurban","Y","1"
"LP002544","Male","Yes","1","Not Graduate","No",0.180434619894713,0.433066666666667,0.501284026707756,0.72972972972973,"Rural","Y","1"
"LP002545","Male","No","2","Graduate","No",0.339013497667224,0,0.291730868002054,0.72972972972973,"Rural","N","0"
"LP002547","Male","Yes","1","Graduate","No",1,0,1,0.72972972972973,"Urban","N","1"
"LP002555","Male","Yes","2","Graduate","Yes",0.442404131633442,0.370311111111111,0.620441705187468,0.72972972972973,"Semiurban","Y","1"
"LP002556","Male","No","0","Graduate","No",0.228038222599237,0,0.271186440677966,0.72972972972973,"Urban","N","1"
"LP002571","Male","No","0","Not Graduate","No",0.353384396596891,0,0.414997431946585,0.72972972972973,"Rural","Y","1"
